model,case,episodes,failed,traversed,settled,passed,mean_duration,moving_speed,moving_command,fast_command_speed,tracking_xy
model_31800,ascent/8cm/0.65,22,3,19,9,6,18.55909090909091,0.5530634588382134,0.6481280088563757,0.0,0.6086041818965565
model_31800,descent/10cm/0.45,14,0,13,7,7,20.0,0.4515966035418422,0.44882147875193606,0.0,0.6186542702572686
model_31800,descent/10cm/0.65,12,1,12,9,8,19.161666666666665,0.7413017977771729,0.6439718187724752,0.0,0.5770425746838251
model_31800,descent/14cm/0.45,16,5,11,0,0,16.521250000000002,0.5332918616317504,0.4495402977178679,0.0,0.6028404179960489
model_31800,descent/14cm/0.65,18,14,10,1,1,11.128888888888888,1.1341328257717722,0.6466130327729296,0.0,0.5393044311139319
model_31800,descent/8cm/0.45,14,0,11,8,8,20.0,0.3043781444338933,0.4500010812209428,0.0,0.6136246749332973
model_31800,descent/8cm/0.65,12,1,12,7,7,19.245,0.781796627009291,0.6478812817518698,0.0,0.6055718809366226
model_31800,flat/0.8,32,0,0,0,0,20.0,0.7304787473967819,0.7979215737092078,0.0,0.8215306363999844
model_31800,flat/1.2,32,0,0,0,0,20.0,0.9898308099653692,1.185354050987817,0.9984472049689441,0.6814518421888351
model_31800,flat/1.8,32,1,0,0,0,19.9325,1.4669183122439664,1.7261760016380272,1.4861147537727255,0.49455643771216273
model_31800,other,78,11,0,0,0,18.742307692307694,0.3590552507190577,0.4496227724237863,0.0,0.7468961355013725
